visa_type,occupation_category,wage_scaled,worksite_state,processing_center,month,day_of_week,processing_days
0,58,0.9777148585371542,36,1,10,3,7
0,363,-0.1644407227177142,4,3,9,0,4
0,50,0.8033671218346977,36,1,9,3,6
0,85,-0.17795472507200588,4,3,11,2,6
0,104,1.246010571100079,33,1,11,4,7
0,8,1.1100836562808365,36,1,3,0,4
0,285,2.143374540089234,36,1,5,0,4
0,284,0.6276166659005299,4,3,8,2,6
0,119,0.7542719487248026,4,3,4,1,6
0,251,1.0047770759099257,54,3,3,1,6
0,292,0.22767062154187265,36,1,3,3,6
0,247,-0.31456589317501,4,3,1,0,3
0,206,1.468735014964481,36,1,7,0,4
0,436,0.2604121411698654,4,3,1,0,4
0,436,2.1896300620715183,4,3,5,2,7
0,410,1.8636860103516784,36,1,7,4,6
0,8,1.1100836562808365,36,1,12,4,6
0,343,-1.6168367428300936,9,2,6,1,6
0,119,0.3571997681579442,46,0,8,2,6
0,204,1.0460375489207503,36,1,4,4,6
0,389,-0.36171094442618446,36,1,2,1,6
0,436,2.1896300620715183,4,3,6,1,6
0,202,0.7727810000505541,36,1,2,0,4
0,128,-2.480376019243061,36,1,12,1,7
0,222,-0.4291441055408905,9,2,9,3,6
0,247,-0.8810249741370534,36,1,5,4,7
0,284,2.177518778948938,36,1,2,4,6
0,24,-0.5686291374356933,36,1,7,3,1
0,343,-1.450084217577391,36,1,5,2,7
0,119,0.42052740957008056,36,1,12,4,6
0,292,-0.32879836147725133,36,1,5,1,7
0,469,-0.5814246738420353,48,1,1,1,6
0,95,0.6695956048593042,46,0,12,1,6
0,136,-2.4820048841850557,50,1,6,3,4
0,284,1.3043773762049438,36,1,7,1,6
0,119,-0.7999067473471153,40,1,5,1,6
0,108,0.7115745438180786,36,1,7,0,4
0,292,0.22767062154187265,36,1,1,1,6
0,3,0.05831793381087579,4,3,8,2,7
0,258,-0.10679238356079912,36,1,6,4,6
0,271,0.7784603023057753,36,1,7,0,4
0,379,-0.8824619060329528,36,1,1,0,4
0,245,0.250456255891134,36,1,4,4,6
0,389,0.693783958440277,36,1,6,2,7
0,478,1.8338183545154845,4,3,8,1,6
0,118,1.2111478662924253,10,2,10,0,4
0,3,1.5192671199702752,36,1,10,4,6
0,119,-0.3046100078962787,23,2,11,3,6
0,294,0.1629060482338369,4,3,8,0,4
0,231,2.116312322716462,46,0,3,2,6
0,108,-0.6931632350803052,23,2,3,2,6
0,410,-0.5999337251677868,4,3,10,2,7
0,333,0.24617967286762402,33,1,4,1,6
0,32,2.0152823253690615,36,1,3,2,6
0,436,1.770490713103348,36,1,8,3,6
0,222,-0.12174331781099015,4,3,7,3,6
0,149,-0.5736583990713411,9,2,6,1,6
0,440,0.2191516681590407,20,1,9,2,6
0,271,3.26489988483869,36,1,1,4,6
0,316,-1.365647362361209,45,2,4,4,6
0,333,-2.4816822587617624,37,2,11,0,7
0,250,0.03412958022990311,52,2,4,0,4
0,388,-0.3957183326291362,4,3,12,4,6
0,204,2.5141371818954585,36,1,12,1,7
0,440,0.04480393145658413,4,3,10,4,6
0,292,0.6169423146738489,4,3,2,1,16
0,440,1.6274475641329849,6,1,5,2,6
0,305,0.237626506820604,4,3,12,1,7
0,292,-0.8860200231085131,36,1,5,0,7
0,104,1.0716628343976224,4,3,10,2,6
0,222,-0.6020891230116358,4,3,11,3,7
0,119,0.0639972360660971,4,3,6,4,6
0,294,2.5546791889583336,36,1,11,3,6
0,202,0.7727810000505541,36,1,12,4,6
0,119,0.3799511898430175,51,3,5,2,6
0,314,-1.05537271083951,10,2,2,3,7
0,490,1.3926118371460026,46,0,2,4,6
0,292,0.7848922831731344,36,1,4,6,4
0,32,2.0152823253690615,36,1,1,1,7
0,8,1.1100836562808365,36,1,3,3,6
0,284,0.44471576315105327,24,0,2,1,6
0,389,0.07682698513662717,36,1,1,1,6
0,64,-0.7445506566908016,46,0,4,3,6
0,163,-0.9422314303695288,52,2,8,0,1
0,108,-0.8988155595148551,46,0,2,0,4
0,480,-2.481494773362011,36,1,3,0,4
0,410,0.777057583074064,36,1,2,1,6
0,59,0.16506144607768594,51,3,10,3,6
0,3,1.5192671199702752,36,1,6,1,6
0,494,1.1193552882758062,36,1,6,0,4
0,67,-1.0521225077416423,36,1,5,1,3
0,368,1.5655226419525596,36,1,6,4,6
0,128,-0.592817491016666,9,2,8,2,2
0,410,1.5100297006394936,4,3,12,3,7
0,284,-0.4917874936692653,36,1,11,2,7
0,119,0.049046301815906065,15,2,10,2,6
0,222,2.3490268645237835,9,2,6,0,6
0,436,2.271466754809406,51,3,4,0,4
0,202,2.785956798869756,36,1,10,2,6
0,284,1.5897109955335325,4,3,3,1,6
0,389,0.693783958440277,36,1,10,1,231
0,271,2.2664717058379464,4,3,7,2,6
0,436,0.5272709218368907,6,1,8,1,7
0,94,1.1058070732573264,51,3,6,0,6
0,345,0.33725378493629343,4,3,12,0,4
0,440,1.7065814564000141,4,3,10,2,6
0,104,1.246010571100079,36,1,11,2,6
0,72,1.5591248737493888,20,1,7,0,4
0,163,-0.7195069865051269,51,3,2,4,6
0,202,2.072212198578027,36,1,7,4,6
0,8,-2.4811687266722986,36,1,2,2,6
0,245,0.6795514901380355,5,3,10,1,7
0,436,0.23122873861743298,29,2,6,4,6
0,230,0.26113060711781505,36,1,7,0,4
0,119,0.41553236059862086,51,3,7,4,6
0,202,-2.4813565541986917,48,1,12,1,6
0,128,-2.4817041548668426,36,1,5,1,6
0,119,1.7932421347884213,36,1,3,0,4
0,17,-2.4816473618442902,47,3,3,2,6
0,420,-0.5738294623922815,48,1,6,3,4
0,314,-0.7308655910155696,20,1,7,4,6
0,316,-1.2112113962162152,36,1,10,0,4
0,284,0.44331304391934195,36,1,8,4,6
0,77,0.9321778025028196,33,1,5,1,6
0,50,-0.9877684864038635,20,1,3,1,17
0,59,-0.813420749701407,36,1,11,0,4
0,463,-0.8319298010271584,4,3,2,0,4
0,405,-0.5487173668782307,7,1,4,4,6
0,119,-0.312444707995349,20,1,10,3,6
0,368,-0.6765358802848982,37,2,1,2,6
0,204,2.5141371818954585,36,1,2,1,6
0,3,0.460385163349194,23,2,11,2,6
0,436,2.1896300620715183,4,3,2,4,6
0,419,-0.13666003939699312,15,2,7,1,6
0,245,2.7204737596137702,4,3,4,2,6
0,490,-0.18079437619961652,4,3,5,4,6
0,226,-0.8049017963185751,46,0,9,1,6
0,26,-0.19290565932219692,36,1,8,0,2
0,108,-0.3487443446989021,4,3,12,3,6
0,345,-0.575745371586814,36,1,4,4,6
0,379,-0.6084868912148067,4,3,11,2,7
0,147,-1.0155149570603965,36,1,4,1,6
0,215,-0.3046100078962787,35,3,6,3,4
0,326,-0.13666003939699312,4,3,1,2,6
0,436,0.5849192609938058,51,3,1,4,4
0,328,-2.3802581315229148,4,3,12,4,4
0,309,-2.482092810732019,36,1,1,0,4
0,292,-0.6020891230116358,4,3,12,1,6
0,119,0.42052740957008056,33,1,5,4,6
0,97,0.6062679634471678,51,3,2,1,6
0,440,2.5333304865049717,4,3,9,4,6
0,119,-2.480918632097084,36,1,1,0,4
0,140,-0.4860739787498559,13,0,10,3,6
0,202,0.4375995289999326,6,1,5,2,6
0,292,0.747155714573682,4,3,8,4,6
0,409,2.2486811204601445,36,1,11,2,7
0,284,-0.41846975431420946,33,1,8,3,6
0,202,-0.5380430156515497,51,3,12,1,6
0,284,0.004946177677470727,4,3,9,1,6
0,294,3.2477935527446498,29,2,6,3,6
0,8,2.51909801820273,36,1,11,1,7
0,94,1.1143602393043464,51,3,7,4,6
0,245,0.40485800937193983,15,2,6,0,4
0,5,-1.0020009547061048,7,1,10,3,6
0,284,1.2879895100588534,36,1,6,1,6
0,292,0.22767062154187265,36,1,4,1,6
0,258,-2.4816678894428033,36,1,9,4,6
0,308,-0.7999067473471153,4,3,5,4,6
0,436,0.9862680245841743,9,2,3,0,4
0,292,0.8026828685509361,36,1,9,4,6
0,305,0.5087618705111393,4,3,2,4,17
0,230,0.26325179229747603,36,1,8,1,6
0,292,-0.6020891230116358,4,3,3,3,6
0,401,-0.30532847384422834,46,0,3,3,6
0,58,-2.4820976005050053,46,0,3,3,6
0,72,1.2751939736525113,4,3,1,4,6
0,410,0.777057583074064,36,1,10,4,6
0,409,2.5034628306687776,4,3,11,0,7
0,104,0.23694225353684237,46,0,1,4,7
0,314,-0.7308655910155696,20,1,7,3,6
0,8,0.2940431900667482,36,1,7,4,6
0,3,1.5192671199702752,36,1,11,1,7
0,389,-1.1828148849401086,36,1,4,2,6
0,3,-0.9621432009269915,9,2,10,0,4
0,202,2.785956798869756,36,1,5,4,6
0,84,-1.3512438307380272,15,2,8,2,6
0,133,1.0688231832700117,6,1,2,3,6
0,94,2.7966311500964367,46,0,10,0,4
0,271,0.2241125044663123,36,1,2,3,7
0,222,0.9087079148697965,4,3,10,3,6
0,222,0.9307750832711083,5,3,10,3,6
0,436,-0.024955690822911342,15,2,6,0,5
0,97,2.1957199162969965,4,3,4,1,6
0,129,-1.485186411034361,9,2,6,3,4
0,284,-0.5159758472502379,4,3,3,3,6
0,104,-0.40283456678025686,46,0,6,0,5
0,3,0.8866407464684848,36,1,9,2,6
0,294,0.9383702947208621,36,1,3,3,7
0,32,1.0631096683506023,36,1,6,0,6
0,119,-0.26547072006511496,36,1,6,1,6
0,382,-0.9137664937650462,33,1,9,4,4
0,400,-0.9443526155491898,4,3,12,0,4
0,72,1.5605618056452881,10,2,8,2,6
0,193,-1.0020009547061048,46,0,9,3,6
0,36,-0.5704081959734735,40,1,1,3,6
0,11,-2.4807934137461554,10,2,8,3,6
0,294,1.0688231832700117,4,3,5,3,5
0,271,2.1561700764955756,51,3,4,3,6
0,284,-0.4917874936692653,36,1,3,0,4
0,3,0.2532959070187447,4,3,9,0,4
0,104,0.4504292780704626,4,3,5,0,4
0,368,-2.4810004003644934,20,1,9,0,4
0,119,-0.31812401025057035,46,0,10,3,6
0,230,-0.044901674044562086,4,3,5,4,6
0,493,0.5948751462725371,36,1,10,2,2
0,258,-0.10535545166489975,10,2,12,4,6
0,202,2.2173765327280512,4,3,5,1,6
0,175,-1.1657085528460684,5,3,5,1,2
0,436,0.9037128658983369,4,3,12,1,6
0,389,-0.9258777768876265,7,1,6,3,5
0,202,-2.481880692214053,4,3,11,0,4
0,292,0.8026828685509361,36,1,7,1,6
0,119,1.4780066469594506,51,3,5,4,6
0,436,0.5849192609938058,51,3,10,3,6
0,104,-0.3750538834595357,4,3,1,3,6
0,294,0.680988422033935,5,3,9,3,6
0,3,0.12308250711891155,36,1,1,0,4
0,465,2.255797354611265,4,3,12,1,6
0,294,-2.480474209589281,36,1,12,1,6
0,305,0.21401976853082866,4,3,6,1,6
0,419,0.8923200487237062,15,2,9,4,6
0,17,-2.4816473618442902,47,3,10,1,6
0,440,3.106187335670186,4,3,11,0,4
0,222,-0.009286290624770625,36,1,6,1,6
0,294,1.3833402051510328,4,3,5,0,4
0,436,1.203313166193355,20,1,3,3,6
0,128,-0.27686353723974566,15,2,3,1,6
0,118,0.2974302438213681,37,2,10,1,6
0,8,-0.525794881872217,36,1,7,1,6
0,94,3.101910752646676,5,3,2,3,6
0,292,0.6169423146738489,4,3,12,4,7
0,204,2.5141371818954585,36,1,11,3,6
0,363,-2.4811317769949754,36,1,5,1,6
0,305,1.0681047173220621,33,1,2,0,4
0,204,-2.4811954125503655,4,3,12,1,1
0,155,-0.2982122396931077,36,1,1,3,6
0,8,-2.4811687266722986,36,1,1,6,3
0,333,-0.17083849092088518,21,1,2,0,4
0,251,2.2835438252677984,46,0,5,1,6
0,292,-0.874900907247387,36,1,7,2,6
0,104,0.6788330241900858,40,1,7,1,6
0,104,0.20988003616407094,24,0,5,4,6
0,436,0.032692648334003746,47,3,3,0,4
0,294,0.3265794337096124,36,1,10,1,6
0,294,0.22838908748982234,4,3,5,2,6
0,119,0.1607848630541759,4,3,3,4,6
0,436,1.0068982610895867,4,3,3,2,6
0,3,0.5877589121214165,4,3,9,1,6
0,128,0.5722947879084043,26,2,9,3,6
0,436,-0.024955690822911342,15,2,10,3,6
0,292,-0.32879836147725133,36,1,5,0,4
0,84,-2.465789791993115,51,3,6,1,2
0,284,0.004946177677470727,4,3,3,4,6
0,292,-2.4821283919027746,36,1,6,2,6
0,33,-0.6908367739155157,36,1,7,4,6
0,436,1.7825677835617404,4,3,11,1,7
0,140,-2.481773948701786,43,2,4,4,6
0,292,1.0304023613867976,46,0,7,4,6
0,284,1.1036858880776654,7,1,5,4,6
0,333,-0.22421024705429027,43,2,11,6,5
0,245,1.7505447298816972,4,3,4,1,6
0,440,1.7467471241568204,4,3,4,4,6
0,104,-0.23628731751268256,51,3,6,0,4
0,58,-0.3551421129020731,4,3,8,1,6
0,284,0.44331304391934195,36,1,9,2,6
0,119,1.1125469681023783,20,1,3,0,4
0,128,1.6124966298827939,46,0,5,4,6
0,47,0.3322929486290218,20,1,6,1,6
0,440,-0.007165105445109654,36,1,11,1,6
0,436,0.7001817266434479,51,3,7,2,6
0,317,-0.4917874936692653,35,3,7,3,6
0,119,-2.4813367108534625,4,3,5,2,6
0,333,0.48529198287811637,9,2,9,2,6
0,436,1.1471017589323391,51,3,6,0,6
0,202,0.7673069737804612,36,1,6,4,6
0,480,-2.4819313269570515,35,3,6,6,44
0,128,1.6124966298827939,46,0,6,2,6
0,292,0.747155714573682,4,3,7,0,4
0,3,-0.5885409079931561,4,3,1,1,6
0,436,2.1896300620715183,4,3,6,0,4
0,206,0.3159050824829314,15,2,2,3,6
0,292,0.8026828685509361,36,1,9,4,6
0,285,-2.48154540810501,36,1,5,3,6
0,11,0.45822976550534494,51,3,4,2,6
0,104,1.3314053809135271,20,1,3,1,6
0,202,-0.10891356874046008,36,1,8,3,6
0,3,0.12308250711891155,36,1,6,3,8
0,72,1.945522703089566,46,0,3,2,6
0,436,-0.47895774459873525,16,2,1,0,4
0,279,-0.6981582840517648,20,1,6,4,6
0,119,-0.027795341950522,21,1,3,0,4
0,58,0.3806696557909672,36,1,3,1,6
0,94,1.1143602393043464,51,3,7,4,6
0,305,0.6411306682548216,1,2,4,3,6
0,424,-0.9906081375314741,36,1,9,4,6
0,47,-1.0653285961182413,40,1,6,3,6
0,294,3.1368076701185177,4,3,4,3,6
0,27,1.1984549678786476,36,1,5,4,6
0,90,0.22554943636221167,4,3,3,4,6
0,328,-0.883864625264664,4,3,2,2,6
0,58,-0.3387884594201708,33,1,4,3,6
0,119,0.2881586118263984,33,1,6,3,6
0,292,-0.32879836147725133,36,1,9,3,6
0,490,-1.179188342536172,20,1,2,5,5
0,77,-0.40639268385581717,15,2,10,0,4
0,294,2.292815457262768,4,3,8,4,6
0,436,1.029683895438848,4,3,7,0,9
0,8,1.8380949375389943,9,2,2,2,144
0,247,-0.0011094638838194636,36,1,12,2,1
0,108,-0.6931632350803052,23,2,8,4,46
0,155,-0.36937458120431443,4,3,11,3,7
0,294,1.254563737147099,36,1,1,2,6
0,222,-2.4819669081278066,36,1,1,1,6
0,108,-0.6931632350803052,23,2,8,4,46
0,379,-0.8105810985737963,36,1,7,2,2
0,104,-0.07760898100836673,36,1,6,3,6
0,17,-2.481664468176384,3,3,9,4,6
0,436,2.3810499182038267,4,3,7,1,6
0,221,-0.5686291374356933,4,3,11,1,7
0,104,0.42052740957008056,48,1,8,2,6
0,128,-2.4809545553944816,36,1,4,0,3
0,280,1.7996399029915924,4,3,1,2,7
0,32,0.1102527580483815,36,1,5,3,6
0,316,-0.7173515886612779,5,3,2,3,6
0,155,-1.4311304016171944,36,1,5,3,6
0,469,-2.4817099710197543,36,1,5,0,4
0,345,1.1150787052522961,51,3,3,1,6
0,480,-1.3848748796349102,15,2,10,0,4
0,494,-2.481809529872542,36,1,11,6,4
0,235,2.710586299663415,4,3,7,4,6
0,389,-0.539445734883261,36,1,5,2,7
0,222,-0.550120086109942,36,1,1,3,5
0,389,-0.021397573747351007,36,1,7,5,5
0,251,1.4794093661911618,29,2,1,4,7
0,305,-0.22349178110634058,46,0,2,1,6
0,108,-0.7344237080911299,36,1,9,2,1
0,440,0.6155053827779495,46,0,12,1,6
0,17,-2.4816473618442902,47,3,6,0,6
0,407,-1.2854528775043492,46,0,7,1,6
0,436,2.1896300620715183,4,3,3,3,6
0,338,1.435750243294111,33,1,3,1,6
0,104,1.246010571100079,36,1,4,4,6
0,204,1.3093382125122153,4,3,2,1,6
0,3,1.5192671199702752,36,1,1,1,6
0,222,-0.335914595628372,46,0,5,0,4
0,436,0.6183450339055602,7,1,6,1,6
0,309,-1.1592765719787095,36,1,10,3,7
0,436,2.0330729107468635,36,1,3,2,6
0,484,-1.3599680601059878,45,2,9,2,6
0,204,0.252577441070795,51,3,11,3,7
0,389,0.693783958440277,36,1,11,3,6
0,27,2.9667023037753832,6,1,7,1,6
0,294,1.254563737147099,36,1,11,2,7
0,436,0.5849192609938058,51,3,11,1,7
0,202,2.785956798869756,36,1,12,3,6
0,389,-1.1143895565639483,4,3,5,1,2
0,292,-0.32879836147725133,36,1,1,1,6
0,230,0.26325179229747603,36,1,12,1,7
0,17,-2.4815491714980706,21,1,5,0,4
0,147,-0.07774583166511904,36,1,5,0,2
0,490,0.0355322994616144,4,3,1,1,6
0,436,1.5463293373430467,4,3,2,2,6
0,436,1.5463293373430467,4,3,3,1,6
0,3,-1.0375821254617084,2,2,3,0,4
0,85,-2.481906009585552,23,2,6,3,8
0,84,-0.6847811323542256,9,2,4,1,6
0,222,-0.2925329374378864,46,0,3,3,6
0,292,1.4132420736514149,4,3,4,1,6
0,309,-0.4206251521580585,36,1,7,3,6
0,94,0.6197819658014595,10,2,4,2,6
0,206,-0.06481344460202475,4,3,12,0,4
0,104,-0.6639798325278728,36,1,9,4,6
0,284,-0.3259587103496407,33,1,6,4,6
0,480,1.5384946372439763,4,3,3,2,6
0,292,0.7848922831731344,36,1,3,4,6
0,389,0.07682698513662717,36,1,3,0,4
0,84,-1.3503543014691373,15,2,5,3,6
0,436,2.1896300620715183,4,3,3,1,6
0,294,0.1629060482338369,4,3,7,2,6
0,12,0.03125571643810438,36,1,10,0,4
0,419,1.2645196224258304,36,1,6,1,6
0,194,-0.3828885835586061,9,2,8,0,4
0,263,-0.4684886693571827,21,1,2,4,6
0,258,-2.4817561581164083,9,2,12,1,2
0,92,1.0431978977931398,36,1,10,2,6
0,399,-1.683038248034029,29,2,6,4,7
0,72,0.6831096072135959,10,2,3,5,5
0,119,0.3671556534366755,48,1,10,4,6
0,292,-0.8860200231085131,36,1,2,4,6
0,204,1.0460375489207503,36,1,6,4,6
0,72,-2.4806018228267024,19,2,11,2,7
0,104,0.6091076145747785,36,1,2,2,2
0,32,1.8530116591249974,36,1,9,4,6
0,294,0.1657799120256356,4,3,4,4,6
0,314,-0.6241220787487594,48,1,6,3,6
0,11,0.061876050886436135,51,3,4,3,6
0,490,0.5671286756160041,9,2,11,2,6
0,104,-0.40283456678025686,46,0,1,3,6
0,247,-0.8810249741370534,36,1,4,4,6
0,50,-0.47755502536702393,20,1,1,0,4
0,3,-0.4519297398901519,4,3,10,2,7
0,292,0.5806426779702958,4,3,7,2,6
0,317,-0.4913769416990083,35,3,7,3,1
0,222,-0.6020891230116358,4,3,11,4,6
0,24,-0.44977434204630284,39,3,3,2,6
0,436,1.1471017589323391,51,3,1,0,4
0,436,2.7034016401839183,51,3,7,0,4
0,436,0.8830826293929245,4,3,7,0,4
0,483,2.5312093013253105,4,3,1,1,6
0,119,1.1869595127114525,36,1,7,4,6
0,108,-0.9521873156482602,16,2,4,3,6
0,3,-0.32455599111792943,4,3,4,0,4
0,155,0.15650828003066589,4,3,5,1,6
0,284,2.177518778948938,36,1,12,1,6
0,202,-0.23344766638507192,36,1,3,2,6
0,52,0.6062679634471678,4,3,5,1,6
0,280,0.044085465508634444,15,2,9,4,6
0,436,1.8124696520621224,4,3,9,2,6
0,128,-0.0036069883695493163,36,1,6,4,7
0,247,-1.1143895565639483,36,1,5,1,6
0,133,2.7325850427363507,36,1,9,1,6
0,292,-1.1912996256587525,29,2,2,3,235
0,247,-0.8810249741370534,36,1,3,2,6
0,119,0.17785698248402793,24,0,10,3,7
0,436,0.08305369001885776,33,1,6,4,6
0,26,-0.9642985987708406,36,1,2,1,6
0,292,-0.03775122722925333,4,3,8,5,5
0,271,0.32018166550644145,36,1,7,3,6
0,222,0.34864660211092413,5,3,12,5,5
0,436,1.5463293373430467,4,3,5,4,7
0,310,-2.4816087015337573,36,1,7,0,4
0,271,3.26489988483869,36,1,6,1,6
0,417,-1.23037048816154,3,3,5,4,6
0,202,2.785956798869756,36,1,12,0,121
0,380,-1.391272647838081,36,1,11,3,7
0,440,2.575309425463746,4,3,6,2,6
0,319,-0.7508115742372202,4,3,1,2,6
0,175,-1.1899995444196054,5,3,6,4,6
0,333,-2.4814112944613926,51,3,1,1,6
0,490,0.7877319343007451,48,1,8,0,4
0,305,2.1960278302746894,4,3,2,3,6
0,119,0.9293381513752089,51,3,4,4,6
0,305,-0.36437953223285474,15,2,11,1,6
0,393,0.9585215539276413,4,3,6,0,5
0,202,2.785956798869756,36,1,5,3,7
0,294,2.766045028312293,9,2,2,2,6
0,3,-2.4821184702301604,4,3,3,3,6
0,202,0.4461526950469526,4,3,6,4,6
0,222,2.9247233648166087,15,2,6,0,5
0,292,-0.25479636883843393,51,3,3,0,4
0,436,-2.4810636937932418,36,1,8,1,162
0,490,-1.4877205430707723,29,2,3,4,6
0,72,-2.4806346669843227,46,0,11,1,1
0,26,-0.7380502504950663,36,1,7,4,4
0,80,-1.3848748796349102,4,3,12,1,6
0,294,2.759647260109122,46,0,10,1,7
0,128,-0.592817491016666,4,3,2,0,4
0,181,0.7329232462714407,4,3,10,0,4
0,156,-1.7646354521226,46,0,3,1,2
0,85,0.05688100191497643,36,1,11,1,6
0,292,-0.6689748814993325,4,3,6,1,6
0,3,-0.8653897866031007,4,3,1,3,6
0,128,0.6390094830751606,3,3,1,3,6
0,5,-0.0880096309215431,46,0,1,1,2
0,409,0.6518050194815025,36,1,8,0,4
0,440,0.2191516681590407,20,1,7,0,4
0,480,-2.481952538808848,5,3,2,3,7
0,119,-0.32168212732613066,4,3,11,2,6
0,204,2.5141371818954585,36,1,1,2,6
0,284,0.6276166659005299,4,3,8,1,6
0,480,-0.308168124971839,29,2,8,0,4
0,305,1.9668714055429282,46,0,11,4,7
0,119,-0.26547072006511496,33,1,11,2,7
0,222,-2.4475202293166802,46,0,7,1,6
0,104,0.5542989265454741,16,2,4,2,6
0,284,0.004946177677470727,4,3,1,3,6
0,77,-0.7600489935680019,10,2,4,2,6
0,436,2.1896300620715183,4,3,2,2,7
0,230,-0.9600220157473305,4,3,8,3,6
0,222,0.14798932664783393,36,1,10,3,4
0,285,0.5251497366572297,39,3,8,1,6
0,436,0.7001817266434479,51,3,7,3,6
0,3,0.8211577072124994,36,1,5,4,6
0,50,-0.9877684864038635,20,1,3,4,6
0,401,-2.482021306263866,52,2,3,2,6
0,128,1.6124966298827939,46,0,11,1,6
0,108,-0.7344237080911299,36,1,9,3,1
0,292,-0.32879836147725133,36,1,3,4,6
0,72,1.7270748422486744,4,3,1,1,6
0,254,-2.481435585452966,15,2,8,4,6
0,305,-0.36437953223285474,15,2,11,1,6
0,193,0.3472438828792129,36,1,8,2,6
0,3,0.543624575318793,15,2,10,4,6
0,381,-2.448649247234887,36,1,10,1,6
0,411,-0.9336782643225088,4,3,6,3,6
0,50,1.0204122634438784,4,3,4,4,4
0,202,2.0942793669793387,33,1,7,3,6
0,104,0.13731497542115292,46,0,8,2,6
0,417,-2.4812132031357432,4,3,3,0,4
0,294,1.254563737147099,36,1,11,0,4
0,478,0.5258339899409914,33,1,5,0,4
0,490,-1.4877205430707723,29,2,2,3,5
0,391,0.49596633410479735,36,1,4,0,2
0,494,2.7235186867265093,4,3,5,3,6
0,294,1.3847771370469322,4,3,6,3,6
0,440,0.7286466632479306,36,1,6,0,6
0,193,0.22199131928665133,36,1,10,4,6
0,247,0.08250628739184848,36,1,2,4,6
